block,bed,row,col,Unique.ID,Pop.Type,pop.id,mf,dame_mf,sire_mf,rep,FruitsY1,Establishment,Y1Surv,WintSurv,LifeHistory,SurvtoBud,FruitsY2,TotalFruit,ProbFruit,TotalFitness
H,E,18,D,2122,F2,(SQ3 x WL2) x (WL2),5_13-B,5,13-B,31,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,19,C,2040,F1,WL2 x WV,NA,NA,NA,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,20,C,2190,F2,(WL2 x BH) x (CC x WL2),2_2,2,2,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,20,D,2626,Parent,WV,11,11,NA,15,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,21,C,1781,Parent,TM2,11,11,NA,77,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,21,D,2416,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,22,C,2036,F1,WL2 x WL1,10-1_2-1,1-Oct,1-Feb,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,22,D,2428,F1,WL2 x LV1,8-1_14-1,1-Aug,14-1,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,23,C,2409,Parent,WL1,18,18,NA,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,23,D,2325,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,10,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,24,C,2585,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,24,D,2502,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,25,C,2080,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,25,D,2067,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,26,C,1623,Parent,CC,1,1,NA,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,26,D,2091,F2,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,27,C,1658,Parent,DPR,20,20,NA,17,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,28,C,2637,Parent,TM2,9,9,NA,67,5,1,0,NA,Annual,NA,NA,5,1,5
I,E,28,D,1870,Parent,WL2,5,5,NA,47,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,29,C,2348,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,41,C,2477,F1,DPR x WL2,NA,NA,NA,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
I,E,41,D,2259,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,21,5,1,1,0,Annual,NA,NA,5,1,5
I,E,42,C,2473,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,9,NA,1,1,1,Non-Rep,0,NA,0,0,0
I,E,42,D,2245,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,43,C,2648,Parent,WL2,10,10,NA,92,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,43,D,2134,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,44,C,2426,F1,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,44,D,1763,Parent,TM2,8,8,NA,59,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,46,C,2297,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,46,D,2628,Parent,WV,11,11,NA,19,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,47,C,2594,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,47,D,2011,F1,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,48,D,2568,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,9,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
J,E,49,D,2600,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,11,NA,1,1,1,Biennial,1,15,15,1,15
J,E,50,C,1809,Parent,WL1,8,8,NA,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,50,D,2308,F2,(WL2) x (TM2 x WL2),16_14,16,14,2,NA,1,1,1,Biennial,1,4,4,1,4
J,E,51,C,1715,Parent,TM2,2,2,NA,11,2,1,0,NA,Annual,NA,NA,2,1,2
J,E,51,D,2385,F2,(YO11 x WL2) x (WL2),4_13-B,4,13-B,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
J,F,4,A,1842,Parent,WL2,2,2,NA,19,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,4,B,2528,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,16,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,5,A,1783,Parent,TM2,12,12,NA,79,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,6,A,2333,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,2,NA,1,1,1,Biennial,1,2,2,1,2
J,F,6,B,2377,F2,(WV) x (WV x WL2),3_22,3,22,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,7,A,1859,Parent,WL2,4,4,NA,36,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,8,A,2048,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,8,B,2015,F1,WL2 x DPR,NA,NA,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,9,A,2449,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,9,B,1892,Parent,WL2,7,7,NA,69,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,10,A,2616,Parent,BH,1,1,NA,15,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,10,B,1659,Parent,DPR,20,20,NA,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,11,A,2288,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,50,8,1,0,NA,Annual,NA,NA,8,1,8
J,F,11,B,2533,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,20,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,12,A,2494,F1,YO11 x WL2,NA,NA,NA,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,12,B,2136,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,13,A,2109,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,18,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,14,A,1662,Parent,DPR,19,19,NA,21,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,14,B,2433,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,15,A,2631,Parent,TM2,4,4,NA,28,NA,1,1,0,Annual,NA,NA,0,0,0
K,F,15,B,2611,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,16,B,2196,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,17,A,2289,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,51,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,17,B,1912,Parent,WL2,9,9,NA,89,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,18,A,2035,F1,WL2 x WL1,10-1_2-1,1-Oct,1-Feb,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,18,B,2459,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,19,A,1989,F1,SQ3 x WL2,6-C_8-A,6-C,8-A,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,19,B,2341,F2,(WV x TM2) x (WL2 x TM2),3_1,3,1,2,3,1,1,0,Annual,NA,NA,3,1,3
K,F,20,B,2603,F2,(WL2 x BH) x (CC x WL2),2_2,2,2,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,21,A,2110,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,19,NA,1,1,0,Non-Rep,NA,NA,0,0,0
NA,F,21,B,2350,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,8,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,22,B,2010,F1,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,23,A,1602,Parent,BH,3,3,NA,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,23,B,2462,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,10,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,24,A,2247,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,9,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,24,B,2027,F1,WL2 x SQ3,NA,NA,NA,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,25,B,2530,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,26,A,1811,Parent,WL1,18,18,NA,9,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,26,B,1692,Parent,SQ3,12,12,NA,9,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,27,A,2514,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,27,B,2581,F2,(WV) x (WV x WL2),3_22,3,22,4,NA,1,1,1,Biennial,1,NA,0,0,0
K,F,28,A,1724,Parent,TM2,3,3,NA,20,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,28,B,2571,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,14,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
L,F,41,A,1880,Parent,WL2,6,6,NA,57,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,42,A,1773,Parent,TM2,9,9,NA,69,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
L,F,42,B,1924,Parent,WV,18,18,NA,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,F,43,A,1959,Parent,YO11,5,5,NA,17,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,F,43,B,2285,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,47,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,44,A,2214,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,1,NA,1,1,1,Biennial,1,6,6,1,6
L,F,44,B,2570,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,11,2,1,1,0,Annual,NA,NA,2,1,2
L,F,45,A,1871,Parent,WL2,5,5,NA,48,NA,1,1,1,Biennial,1,NA,0,0,0
L,F,45,B,2290,F2,(WL2 x TM2) x (WL2 x BH),1_2,1,2,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,4,C,2349,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
J,F,4,D,2482,F1,LV1 x WL2,14_8,14,8,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,5,C,1688,Parent,SQ3,5,5,NA,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,5,D,2497,F2,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,7,C,2002,F1,TM2 x WL2,NA,NA,NA,11,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,7,D,2117,F2,(SQ3 x WL2) x (WL2),5_13-B,5,13-B,26,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,8,D,2267,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,29,1,1,1,0,Annual,NA,NA,1,1,1
J,F,9,C,2087,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,9,D,2195,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,4,NA,1,1,1,Biennial,1,NA,0,0,0
J,F,10,C,2189,F2,(WL2 x BH) x (CC x WL2),2_2,2,2,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
J,F,10,D,2474,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,9,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,11,C,2281,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,43,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,11,D,2511,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,F,12,C,2246,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,13,D,2481,F1,LV1 x WL2,14_8,14,8,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,14,C,2404,Parent,WL1,8,8,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,14,D,2447,F2,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,6,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,15,C,2334,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,3,2,1,1,0,Annual,NA,NA,2,1,2
K,F,15,D,2371,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,16,C,2294,F2,(WL2 x TM2) x (WV x WL2),3_4,3,4,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,16,D,2126,F2,(TM2 x WL2) x (TM2 x BH),14_13,14,13,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,17,C,1771,Parent,TM2,9,9,NA,67,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,18,C,2298,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,3,NA,1,1,1,Biennial,1,18,18,1,18
K,F,19,C,2167,F2,(TM2 x WL2) x (WL2 x DPR),15_18,15,18,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,19,D,2506,F2,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,3,NA,1,1,1,Biennial,1,17,17,1,17
K,F,20,C,2262,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,24,NA,1,1,1,TBD,1,4,4,1,4
K,F,21,C,1869,Parent,WL2,5,5,NA,46,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,22,D,2443,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,23,C,2082,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,23,D,1843,Parent,WL2,2,2,NA,20,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,24,C,2271,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,33,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
K,F,24,D,2629,Parent,WV,11,11,NA,21,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,25,C,2545,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,25,D,2448,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
K,F,26,C,2139,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,11,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,26,D,2587,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,2,NA,1,1,1,Biennial,1,12,12,1,12
K,F,27,C,2016,F1,WL2 x DPR,NA,NA,NA,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
K,F,27,D,1914,Parent,WL2,10,10,NA,91,NA,1,1,1,Non-Rep,0,NA,0,0,0
K,F,28,C,2438,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,9,NA,1,1,1,Biennial,1,15,15,1,15
K,F,28,D,2003,F1,TM2 x WL2,NA,NA,NA,12,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,F,40,C,1983,F1,LV1 x WL2,14_8,14,8,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,40,D,2529,F2,(WL2 x BH) x (WL2 x CC),NA,NA,NA,17,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,41,C,1693,Parent,SQ3,12,12,NA,10,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,42,C,2013,F1,WL2 x CC,NA,NA,NA,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,F,42,D,2315,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,43,C,2401,Parent,SQ3,7,7,NA,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,43,D,1725,Parent,TM2,3,3,NA,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,44,D,2140,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,12,8,1,1,0,Annual,NA,NA,8,1,8
L,F,45,C,2407,Parent,WL1,8,8,NA,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,F,45,D,2546,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,3,NA,1,1,1,Biennial,1,8,8,1,8
L,G,4,A,2460,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,5,NA,1,1,1,Biennial,1,15,15,1,15
L,G,4,B,2053,F1,WL2 x YO11,8-1_14-10,1-Aug,14-10,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,G,5,A,1812,Parent,WL1,18,18,NA,10,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,5,B,2491,F1,WL2 x WV,NA,NA,NA,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,G,6,A,2092,F2,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,G,6,B,1604,Parent,BH,3,3,NA,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,7,A,2335,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,4,9,1,1,0,Annual,NA,NA,9,1,9
L,G,7,B,2351,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,9,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,8,A,2513,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,8,B,2112,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,21,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,9,A,2299,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,9,B,1845,Parent,WL2,3,3,NA,22,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,10,A,2588,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,10,B,2248,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,10,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,11,A,2232,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,11,B,2372,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,5,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,G,12,A,2263,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,25,NA,1,1,1,Biennial,1,16,16,1,16
L,G,12,B,2436,F2,(CC x WL2) x (WL2),2_13-B,2,13-B,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,13,A,2021,F1,WL2 x LV1,8-1_14-1,1-Aug,14-1,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,14,A,2547,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,14,B,2250,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,15,A,2280,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,42,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,15,B,1814,Parent,WL1,18,18,NA,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,16,A,1797,Parent,TM2,NA,NA,NA,93,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,16,B,2435,F1,WL2 x YO11,8-1_11-1,1-Aug,1-Nov,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,17,A,2572,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,15,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,17,B,1925,Parent,WV,18,18,NA,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,18,A,2264,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,26,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,18,B,2508,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,19,A,2441,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,19,B,2215,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,20,A,2599,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,20,B,2589,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,4,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,21,A,1846,Parent,WL2,3,3,NA,23,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,21,B,2184,F2,(TM2) x (TM2 x WL2),NA,NA,NA,16,6,1,1,0,Annual,NA,NA,6,1,6
M,G,22,A,2084,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,7,NA,1,1,1,Biennial,1,29,29,1,29
M,G,22,B,2424,F1,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,6,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,23,A,1776,Parent,TM2,11,11,NA,72,2,1,1,0,Annual,NA,NA,2,1,2
M,G,23,B,2198,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,24,A,1694,Parent,SQ3,12,12,NA,11,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,24,B,2536,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,22,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,25,A,2355,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,25,B,2456,F2,(WL2 x TM2) x (WL2 x BH),1_2,1,2,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,26,A,2561,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,26,B,2496,F2,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,27,B,2612,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,28,A,2144,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,16,NA,1,1,1,Biennial,1,10,10,1,10
N,G,28,B,2565,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,29,A,2251,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,13,NA,1,1,1,Biennial,1,19,19,1,19
N,G,29,B,2216,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,30,B,2157,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,29,NA,1,1,1,Biennial,1,34,34,1,34
N,G,31,A,2469,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,9,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,31,B,2615,Parent,BH,3,3,NA,2,NA,1,1,1,Biennial,1,NA,0,0,0
N,G,32,A,2287,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,49,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,32,B,2199,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,33,A,2465,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,7,1,1,1,0,Annual,NA,NA,1,1,1
N,G,33,B,2500,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,12,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,34,A,1847,Parent,WL2,3,3,NA,24,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,34,B,2114,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,23,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,35,A,2535,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,35,B,2188,F2,(WL2 x BH) x (CC x WL2),2_2,2,2,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,36,A,2548,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,36,B,1732,Parent,TM2,4,4,NA,28,4,1,1,0,Annual,NA,NA,4,1,4
N,G,37,B,2527,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,14,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,38,A,1697,Parent,SQ3,12,12,NA,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,39,A,2618,Parent,DPR,11,11,NA,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
N,G,39,B,2094,F2,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,3,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,40,A,2171,F2,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,3,NA,1,1,1,Biennial,1,NA,0,0,0
